datetime,latitude,longitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time,time_diff_day
2015-10-21 06:52:02,14.858333333333333,167.30166666666668,135.0,6.3,,,9,,VANUATU (NEW HEBRIDES)   USGS,2015-10-21 06:52:02,24 days 19:00:44
2015-10-26 18:09:42,36.52333333333333,70.36666666666666,231.0,7.1,,,9,,"HINDU KUSH, AFGHANISTAN  USGS",2015-10-26 18:09:42,5 days 11:17:40
2015-11-04 12:44:15,8.336666666666666,124.875,20.0,6.2,6.3,,9,,"TIMOR REGION, INDONESIA  USGS",2015-11-04 12:44:15,8 days 18:34:33
2015-11-07 16:31:43,30.87833333333333,71.45166666666667,46.0,6.6,6.6,,9,,NEAR COAST OF CEN. CHILE USGS,2015-11-07 16:31:43,3 days 03:47:28
2015-11-08 18:34:57,0.785,98.89,69.0,6.1,,,9,,"N SUMATERA, INDONESIA    USGS",2015-11-08 18:34:57,1 days 02:03:14
2015-11-14 05:51:30,30.941666666666663,128.59,17.0,7.1,6.7,4.0,7,284.0,SW OFF KYUSHU            NPS,2015-11-14 05:51:30,5 days 11:16:33
2015-11-17 01:49:10,48.21833333333333,155.01666666666668,30.0,6.1,5.9,,8,400.0,FAR FIELD                NPS,2015-11-17 01:49:10,2 days 19:57:40
2015-11-17 16:10:07,38.67,20.6,11.0,6.1,6.5,,9,,GREECE                   USGS,2015-11-17 16:10:07,0 days 14:20:57
2015-11-20 14:31:47,26.383333333333333,143.105,0.0,6.3,5.8,2.0,8,333.0,NEAR CHICHIJIMA ISLAND   NPS,2015-11-20 14:31:47,2 days 22:21:40
2015-11-26 14:45:18,9.181666666666668,71.25666666666666,603.0,6.1,,,9,,PERU-BRAZIL BORDER REG.  USGS,2015-11-26 14:45:18,6 days 00:13:31
2015-11-30 03:52:49,23.558333333333334,64.65166666666667,11.0,6.1,5.5,,9,,"JUJUY PROV., ARGENTINA   USGS",2015-11-30 03:52:49,3 days 13:07:31
2015-12-04 13:25:54,22.496666666666663,146.53833333333333,0.0,6.6,,,8,335.0,FAR E OFF OGASAWARA,2015-12-04 13:25:54,4 days 09:33:05
2015-12-05 07:25:00,47.615,85.09,35.0,6.5,6.9,,9,,SOUTHEAST INDIAN RIDGE   USGS,2015-12-05 07:25:00,0 days 17:59:06
2015-12-07 16:50:05,38.21,72.77833333333334,22.0,6.6,7.6,,9,,TAJIKISTAN               USGS,2015-12-07 16:50:05,2 days 09:25:05
2015-12-09 19:21:48,4.105,129.50666666666666,21.0,6.6,6.9,,9,,BANDA SEA                USGS,2015-12-09 19:21:48,2 days 02:31:43
2015-12-26 04:14:47,36.49333333333333,71.125,206.0,6.5,,,9,,AFGHANISTAN-TAJIKISTAN   USGS,2015-12-26 04:14:47,16 days 08:52:59
2016-01-01 11:00:39,50.556666666666665,139.44833333333332,10.0,6.1,6.3,,9,,W INDIAN-ANTARCTIC RIDGE USGS,2016-01-01 11:00:39,6 days 06:45:52
2016-01-04 08:05:22,24.80333333333333,93.65,55.0,6.7,,,9,,MYANMAR-INDIA BORDER     USGS,2016-01-04 08:05:22,2 days 21:04:43
2016-01-12 01:38:05,3.895,126.86166666666666,13.0,6.2,6.6,,9,,"TALAUD IS., INDONESIA    USGS",2016-01-12 01:38:05,7 days 17:32:43
2016-01-12 02:08:01,44.43,141.21,265.0,6.2,6.2,3.0,1,21.0,NW OFF HOKKAIDO          NPS,2016-01-12 02:08:01,0 days 00:29:56
2016-01-14 12:25:33,41.97,142.8,52.0,6.7,6.7,5.0,1,30.0,S OFF URAKAWA            NPS,2016-01-14 12:25:33,2 days 10:17:32
2016-01-24 19:30:30,59.635,153.405,129.0,6.6,,,9,,SOUTHERN ALASKA          USGS,2016-01-24 19:30:30,10 days 07:04:57
2016-01-26 12:10:20,5.295,153.245,26.0,6.1,6.0,,9,,"NEW IRELAND, P.N.G.      USGS",2016-01-26 12:10:20,1 days 16:39:50
2016-01-30 12:25:12,53.97666666666667,158.545,177.0,7.2,,1.0,9,,NEAR KAMCHATKA E. COAST  USGS,2016-01-30 12:25:12,4 days 00:14:52
2016-02-06 04:57:24,22.811666666666667,120.44833333333334,16.0,6.4,6.4,,8,311.0,TAIWAN REGION            NPS,2016-02-06 04:57:24,6 days 16:32:12
2016-02-09 01:19:12,6.62,154.74166666666667,29.0,6.3,6.6,,9,,SOLOMON ISLANDS          USGS,2016-02-09 01:19:12,2 days 20:21:48
2016-02-12 19:02:24,9.633333333333333,119.4,28.0,6.3,6.0,,9,,"SUMBA REGION, INDONESIA  USGS",2016-02-12 19:02:24,3 days 17:43:12
2016-03-02 21:49:48,4.951666666666666,94.32833333333332,24.0,7.1,7.8,,9,,"SW SUMATERA, INDONESIA   USGS",2016-03-02 21:49:48,19 days 02:47:24
2016-03-21 07:50:20,54.29333333333334,162.81166666666667,30.0,6.3,6.4,,9,,NEAR KAMCHATKA E. COAST  USGS,2016-03-21 07:50:20,18 days 10:00:32
2016-04-01 11:39:07,33.32333333333333,136.38166666666666,29.0,6.5,5.8,4.0,5,208.0,SE OFF KII PENINSULA     NPS,2016-04-01 11:39:07,11 days 03:48:47
2016-04-03 17:23:52,14.323333333333334,166.855,26.0,6.1,6.9,,9,,VANUATU (NEW HEBRIDES)   USGS,2016-04-03 17:23:52,2 days 05:44:45
2016-04-10 19:28:58,36.47166666666666,71.13,212.0,6.4,,,9,,AFGHANISTAN-TAJIKISTAN   USGS,2016-04-10 19:28:58,7 days 02:05:06
2016-04-13 22:55:17,23.093333333333334,94.865,136.0,6.9,,,9,,MYANMAR-INDIA BORDER     USGS,2016-04-13 22:55:17,3 days 03:26:19
2016-04-14 21:26:34,32.74166666666667,130.80833333333334,11.0,6.5,6.2,7.0,7,269.0,NW KUMAMOTO PREF         NPS,2016-04-14 21:26:34,0 days 22:31:17
2016-04-15 00:03:46,32.7,130.77666666666667,7.0,6.4,6.0,6.5,7,269.0,NW KUMAMOTO PREF         NPS,2016-04-15 00:03:46,0 days 02:37:12
2016-04-16 01:25:05,32.75333333333333,130.76166666666666,12.0,7.3,7.0,7.0,7,269.0,NW KUMAMOTO PREF         NPS,2016-04-16 01:25:05,1 days 01:21:19
2016-04-17 08:58:36,0.3816666666666666,79.92166666666667,21.0,6.9,7.5,,9,,NEAR COAST OF ECUADOR    USGS,2016-04-17 08:58:36,1 days 07:33:31
2016-04-18 22:06:10,19.491666666666667,169.09333333333333,76.0,6.3,,,9,,VANUATU (NEW HEBRIDES)   USGS,2016-04-18 22:06:10,1 days 13:07:34
2016-04-29 04:33:24,16.041666666666668,167.37833333333333,24.0,6.3,7.1,,9,,VANUATU (NEW HEBRIDES)   USGS,2016-04-29 04:33:24,10 days 06:27:14
2016-05-12 12:17:15,24.65833333333333,121.92333333333332,37.0,6.5,5.9,2.0,8,311.0,TAIWAN REGION            NPS,2016-05-12 12:17:15,13 days 07:43:51
2016-05-12 13:29:56,24.696666666666665,121.99666666666668,31.0,6.4,5.7,3.0,8,311.0,TAIWAN REGION            NPS,2016-05-12 13:29:56,0 days 01:12:41
2016-05-19 01:46:43,0.4933333333333333,79.615,30.0,6.3,6.6,,9,,NEAR COAST OF ECUADOR    USGS,2016-05-19 01:46:43,6 days 12:16:47
2016-05-28 14:38:50,21.971666666666668,178.20333333333335,406.0,6.5,,,9,,FIJI REGION              USGS,2016-05-28 14:38:50,9 days 12:52:07
2016-05-31 14:23:48,25.44833333333333,122.50833333333334,236.0,6.2,6.3,3.0,7,289.0,NW OFF ISHIGAKIJIMA IS   NPS,2016-05-31 14:23:48,2 days 23:44:58
2016-05-31 19:03:58,47.178333333333335,154.84166666666667,30.0,6.1,5.9,,8,400.0,FAR FIELD                NPS,2016-05-31 19:03:58,0 days 04:40:10
2016-06-02 07:56:00,2.0966666666666667,100.665,50.0,6.5,6.2,,9,,"S SUMATERA, INDONESIA    USGS",2016-06-02 07:56:00,1 days 12:52:02
2016-06-06 01:25:33,4.586666666666667,125.625,430.0,6.1,,,9,,BANDA SEA                USGS,2016-06-06 01:25:33,3 days 17:29:33
2016-06-24 06:05:30,23.496666666666663,123.33166666666666,54.0,6.2,5.8,2.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2016-06-24 06:05:30,18 days 04:39:57
2016-06-26 20:17:11,39.47833333333333,73.33833333333334,13.0,6.3,6.6,,9,,TAJIKISTAN-XINJIANG      USGS,2016-06-26 20:17:11,2 days 14:11:41
2016-07-13 21:11:12,28.005,176.44166666666666,12.0,6.1,6.5,,9,,KERMADEC ISLANDS REGION  USGS,2016-07-13 21:11:12,17 days 00:54:01
2016-07-26 02:26:50,26.106666666666666,70.51,72.0,6.1,,,9,,NEAR COAST OF N CHILE    USGS,2016-07-26 02:26:50,12 days 05:15:38
2016-07-30 06:18:25,18.835,145.75833333333333,233.0,7.7,7.7,2.0,8,400.0,FAR FIELD                NPS,2016-07-30 06:18:25,4 days 03:51:35
2016-08-01 16:42:51,23.96333333333333,82.555,10.0,6.1,5.4,,9,,SOUTH INDIAN OCEAN       USGS,2016-08-01 16:42:51,2 days 10:24:26
2016-08-05 01:24:34,25.125,141.90166666666667,534.0,6.4,6.2,2.0,8,334.0,IOTO ISLANDS REGION      NPS,2016-08-05 01:24:34,3 days 08:41:43
2016-08-12 10:26:36,22.475,173.11666666666667,16.0,6.3,7.2,,9,,LOYALTY ISLANDS REGION   USGS,2016-08-12 10:26:36,7 days 09:02:02
2016-08-19 16:32:22,55.285,31.876666666666665,10.0,6.8,7.3,,9,,SOUTH GEORGIA ISLAND     USGS,2016-08-19 16:32:22,7 days 06:05:46
2016-08-20 18:01:23,40.36666666666667,143.77833333333334,11.0,6.4,6.0,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2016-08-20 18:01:23,1 days 01:29:01
2016-08-21 00:58:03,40.36666666666667,143.68666666666667,12.0,6.2,5.9,3.0,2,63.0,FAR E OFF SANRIKU        NPS,2016-08-21 00:58:03,0 days 06:56:40
2016-08-24 19:34:54,20.921666666666667,94.56833333333331,82.0,6.6,,,9,,MYANMAR                  USGS,2016-08-24 19:34:54,3 days 18:36:51
2016-08-26 02:04:41,30.578333333333333,138.22,498.0,6.1,5.9,2.0,8,331.0,NEAR TORISHIMA IS        NPS,2016-08-26 02:04:41,1 days 06:29:47
2016-09-02 01:37:57,37.35833333333333,179.145,19.0,6.9,7.2,,9,,"OFF N ISL. E COAST, N.Z. USGS",2016-09-02 01:37:57,6 days 23:33:16
2016-09-21 01:21:15,30.551666666666662,142.32,50.0,6.5,5.9,1.0,8,331.0,NEAR TORISHIMA IS        NPS,2016-09-21 01:21:15,18 days 23:43:18
2016-09-23 09:14:31,34.395,141.84333333333333,32.0,6.7,6.2,1.0,3,107.0,FAR SE OFF BOSO PEN      NPS,2016-09-23 09:14:31,2 days 07:53:16
2016-09-25 06:28:41,19.781666666666663,178.24333333333334,596.0,6.3,,,9,,FIJI REGION              USGS,2016-09-25 06:28:41,1 days 21:14:10
2016-10-17 15:14:58,6.003333333333333,148.88666666666666,42.0,6.2,6.7,,9,,"NEW BRITAIN, P.N.G.      USGS",2016-10-17 15:14:58,22 days 08:46:17
2016-10-19 09:26:01,4.861666666666666,108.16166666666666,614.0,6.2,,,9,,JAVA SEA                 USGS,2016-10-19 09:26:01,1 days 18:11:03
2016-10-21 14:07:22,35.38,133.855,11.0,6.6,6.2,6.0,6,221.0,EASTERN TOTTORI PREF     NPS,2016-10-21 14:07:22,2 days 04:41:21
2016-10-27 04:18:08,42.955,13.066666666666666,10.0,6.1,6.0,,9,,CENTRAL ITALY            USGS,2016-10-27 04:18:08,5 days 14:10:46
2016-10-30 15:40:18,42.861666666666665,13.095,8.0,6.1,6.6,,9,,CENTRAL ITALY            USGS,2016-10-30 15:40:18,3 days 11:22:10
2016-11-13 20:32:06,42.32,173.66833333333332,10.0,6.2,,,9,,"SOUTH ISLAND,NEW ZEALAND USGS",2016-11-13 20:32:06,14 days 04:51:48
2016-11-21 05:57:44,31.621666666666663,68.625,108.0,6.4,,,9,,"SAN JUAN PROV.,ARGENTINA USGS",2016-11-21 05:57:44,7 days 09:25:38
2016-11-22 05:59:46,37.35333333333333,141.60333333333332,25.0,7.4,6.9,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2016-11-22 05:59:46,1 days 00:02:02
2016-11-24 06:23:36,37.17333333333333,141.345,24.0,6.2,5.8,4.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2016-11-24 06:23:36,2 days 00:23:50
2016-11-25 23:24:30,39.27166666666667,73.97666666666667,17.0,6.4,6.7,,9,,TAJIKISTAN-XINJIANG      USGS,2016-11-25 23:24:30,1 days 17:00:54
2016-12-07 07:03:33,5.283333333333333,96.16666666666669,13.0,6.3,6.9,,9,,"N SUMATERA, INDONESIA    USGS",2016-12-07 07:03:33,11 days 07:39:03
2016-12-08 23:49:45,40.45333333333333,126.19333333333331,8.0,6.2,6.3,,9,,OFF N CALIFORNIA COAST   USGS,2016-12-08 23:49:45,1 days 16:46:12
2016-12-09 02:38:46,10.68,161.32666666666665,40.0,7.2,8.4,,9,,SOLOMON ISLANDS          USGS,2016-12-09 02:38:46,0 days 02:49:01
2016-12-14 11:01:23,21.976666666666667,145.05166666666668,8.0,6.3,6.1,,8,337.0,MARIANA ISLANDS REGION   NPS,2016-12-14 11:01:23,5 days 08:22:37
2016-12-17 19:51:10,4.503333333333333,153.52166666666668,94.0,6.8,,,9,,"NEW IRELAND, P.N.G.      USGS",2016-12-17 19:51:10,3 days 08:49:47
2016-12-17 20:27:36,5.628333333333334,154.02166666666668,8.0,6.1,,,9,,SOLOMON ISLANDS          USGS,2016-12-17 20:27:36,0 days 00:36:26
2016-12-18 14:46:25,10.233333333333333,161.19833333333332,39.0,6.3,5.7,,9,,SOLOMON ISLANDS          USGS,2016-12-18 14:46:25,0 days 18:18:49
2016-12-21 09:17:14,7.506666666666667,127.92,152.0,6.2,,,9,,BANDA SEA                USGS,2016-12-21 09:17:14,2 days 18:30:49
2016-12-22 01:43:58,21.81,146.01666666666668,39.0,6.5,6.3,,8,337.0,MARIANA ISLANDS REGION,2016-12-22 01:43:58,0 days 16:26:44
2016-12-25 23:22:27,43.405,73.94,38.0,6.8,7.7,,9,,SOUTHERN CHILE           USGS,2016-12-25 23:22:27,3 days 21:38:29
2016-12-28 21:38:49,36.72,140.57333333333332,11.0,6.3,5.9,6.0,3,86.0,NORTHERN IBARAKI PREF    NPS,2016-12-28 21:38:49,2 days 22:16:22
2016-12-30 07:30:19,9.026666666666667,118.66333333333333,79.0,6.5,,,9,,"SUMBAWA, INDONESIA       USGS",2016-12-30 07:30:19,1 days 09:51:30
2017-01-04 06:52:30,19.37333333333333,176.05166666666668,12.0,6.6,6.6,,9,,SOUTH OF FIJI            USGS,2017-01-04 06:52:30,4 days 23:22:11
2017-01-10 15:13:48,4.476666666666667,122.61666666666666,627.0,7.3,6.5,1.0,9,,CELEBES SEA              USGS,2017-01-10 15:13:48,6 days 08:21:18
2017-01-11 00:27:14,10.111666666666666,161.02666666666667,26.0,6.2,6.4,,9,,SOLOMON ISLANDS          USGS,2017-01-11 00:27:14,0 days 09:13:26
2017-01-20 08:04:21,10.35,161.335,36.0,6.5,6.5,,9,,SOLOMON ISLANDS          USGS,2017-01-20 08:04:21,9 days 07:37:07
2017-01-22 13:30:22,6.245,155.17166666666665,135.0,7.2,,,9,,SOLOMON ISLANDS          USGS,2017-01-22 13:30:22,2 days 05:26:01
2017-02-10 23:03:43,9.906666666666666,125.45166666666668,15.0,6.1,6.4,,9,,"MINDANAO, PHILIPPINE IS. USGS",2017-02-10 23:03:43,19 days 09:33:21
2017-02-21 23:09:04,19.28,63.903333333333336,596.0,6.1,,,9,,SOUTHERN BOLIVIA         USGS,2017-02-21 23:09:04,11 days 00:05:21
2017-02-25 02:28:44,23.258333333333333,178.80333333333334,414.0,6.2,,,9,,SOUTH OF FIJI            USGS,2017-02-25 02:28:44,3 days 03:19:40
2017-03-29 13:09:24,56.94,162.785,17.0,6.5,6.6,,9,,NEAR KAMCHATKA E. COAST  USGS,2017-03-29 13:09:24,32 days 10:40:40
2017-04-29 05:23:17,5.503333333333333,125.065,26.0,6.6,6.8,,9,,"MINDANAO, PHILIPPINE IS. USGS",2017-04-29 05:23:17,30 days 16:13:53
2017-05-09 10:54:15,24.376666666666665,126.325,79.0,6.4,6.1,3.0,7,293.0,NEAR MIYAKOJIMA ISLAND   NPS,2017-05-09 10:54:15,10 days 05:30:58
2017-05-09 22:52:10,14.588333333333331,167.3766666666667,169.0,6.5,,,9,,VANUATU (NEW HEBRIDES)   USGS,2017-05-09 22:52:10,0 days 11:57:55
2017-05-11 08:23:36,56.41333333333333,25.741666666666667,15.0,6.4,6.5,,9,,SOUTH SANDWICH ISLANDS   USGS,2017-05-11 08:23:36,1 days 09:31:26
2017-05-29 23:35:21,1.2916666666666667,120.43,12.0,6.2,6.4,,9,,"SULAWESI, INDONESIA      USGS",2017-05-29 23:35:21,18 days 15:11:45
2017-06-03 07:24:47,54.03,170.91833333333332,5.0,6.3,6.9,,9,,"NEAR ISLS., ALEUTIAN IS. USGS",2017-06-03 07:24:47,4 days 07:49:26
2017-06-12 21:28:39,38.928333333333335,26.365,12.0,6.1,6.3,,9,,AEGEAN SEA               USGS,2017-06-12 21:28:39,9 days 14:03:52
2017-06-14 16:29:04,14.908333333333331,92.00833333333334,93.0,6.5,,,9,,"NEAR CHIAPAS COAST, MEX. USGS",2017-06-14 16:29:04,1 days 19:00:25
2017-06-22 21:31:03,13.716666666666669,90.97166666666666,38.0,6.1,6.6,,9,,NEAR COAST OF GUATEMALA  USGS,2017-06-22 21:31:03,8 days 05:01:59
2017-07-11 16:00:01,49.48333333333333,164.015,10.0,6.3,6.6,,9,,AUCKLAND ISLANDS REGION  USGS,2017-07-11 16:00:01,18 days 18:28:58
2017-07-13 04:48:04,40.86333333333333,131.92166666666665,603.0,6.3,5.8,1.0,8,320.0,SEA OF JAPAN             NPS,2017-07-13 04:48:04,1 days 12:48:03
2017-07-18 08:34:13,54.443333333333335,168.85666666666663,10.0,6.8,7.7,,9,,KOMANDORSKY ISLANDS REG. USGS,2017-07-18 08:34:13,5 days 03:46:09
2017-07-18 11:05:19,16.415,73.635,44.0,6.2,6.2,,9,,NEAR COAST OF PERU       USGS,2017-07-18 11:05:19,0 days 02:31:06
2017-08-08 22:19:49,33.19166666666667,103.855,9.0,6.1,6.8,,9,,"GANSU, CHINA             USGS",2017-08-08 22:19:49,21 days 11:14:30
2017-08-11 14:28:25,14.005,120.73833333333332,172.0,6.2,,,9,,"LUZON,PHILIPPINE ISLANDS USGS",2017-08-11 14:28:25,2 days 16:08:36
2017-08-13 12:08:10,3.7666666666666666,101.62166666666668,31.0,6.4,6.5,,9,,"S SUMATERA, INDONESIA    USGS",2017-08-13 12:08:10,1 days 21:39:45
2017-09-01 02:06:55,1.1583333333333332,99.68666666666668,43.0,6.1,6.2,,9,,"S SUMATERA, INDONESIA    USGS",2017-09-01 02:06:55,18 days 13:58:45
2017-09-08 02:26:48,27.80333333333333,140.12833333333333,475.0,6.1,6.1,3.0,8,332.0,W OFF OGASAWARA          NPS,2017-09-08 02:26:48,7 days 00:19:53
2017-09-08 13:49:19,15.021666666666668,93.89833333333333,47.0,7.2,8.3,,9,,"NEAR CHIAPAS COAST, MEX. USGS",2017-09-08 13:49:19,0 days 11:22:31
2017-09-21 01:37:18,38.035,144.48833333333334,53.0,6.3,6.2,2.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2017-09-21 01:37:18,12 days 11:47:59
2017-09-21 05:09:49,18.785,169.09333333333333,197.0,6.2,,,9,,VANUATU (NEW HEBRIDES)   USGS,2017-09-21 05:09:49,0 days 03:32:31
2017-09-26 13:20:00,23.58,176.83666666666667,96.0,6.2,,,9,,SOUTH OF FIJI            USGS,2017-09-26 13:20:00,5 days 08:10:11
2017-09-27 05:22:11,40.266666666666666,142.455,35.0,6.1,5.9,4.0,2,61.0,NE OFF IWATE PREF        NPS,2017-09-27 05:22:11,0 days 16:02:11
2017-10-06 16:59:32,37.435,143.94833333333332,57.0,6.3,6.2,2.0,8,327.0,FAR E OFF NORTH HONSHU   NPS,2017-10-06 16:59:32,9 days 11:37:21
2017-10-09 07:34:33,52.39,176.76833333333337,119.0,6.2,,,9,,"RAT ISLANDS,ALEUTIAN IS. USGS",2017-10-09 07:34:33,2 days 14:35:01
2017-10-11 03:53:27,54.26166666666666,8.608333333333333,9.0,6.3,6.5,,9,,BOUVET ISLAND REGION     USGS,2017-10-11 03:53:27,1 days 20:18:54
2017-10-18 21:00:59,20.59,173.80166666666668,10.0,6.2,6.3,,9,,TONGA                    USGS,2017-10-18 21:00:59,7 days 17:07:32
2017-10-24 19:47:47,7.216666666666667,123.07333333333334,554.0,6.1,,,9,,BANDA SEA                USGS,2017-10-24 19:47:47,5 days 22:46:48
2017-11-04 18:00:19,15.318333333333332,173.16666666666666,10.0,6.6,6.9,,9,,TONGA                    USGS,2017-11-04 18:00:19,10 days 22:12:32
2017-11-08 06:26:38,4.243333333333333,143.48333333333332,111.0,6.3,,,9,,"NEW GUINEA, P.N.G        USGS",2017-11-08 06:26:38,3 days 12:26:19
2017-11-13 03:18:17,34.91,45.958333333333336,19.0,6.9,7.3,,9,,IRAN-IRAQ BORDER REGION  USGS,2017-11-13 03:18:17,4 days 20:51:39
2017-11-20 07:43:29,21.32333333333333,168.67,10.0,6.4,6.8,,9,,LOYALTY ISLANDS          USGS,2017-11-20 07:43:29,7 days 04:25:12
2017-12-16 01:47:58,7.491666666666666,108.17333333333332,90.0,6.6,,,9,,"JAWA, INDONESIA          USGS",2017-12-16 01:47:58,25 days 18:04:29
2018-01-14 18:18:45,15.766666666666667,74.70833333333333,39.0,6.8,7.1,,9,,NEAR COAST OF PERU       USGS,2018-01-14 18:18:45,29 days 16:30:47
2018-01-21 10:06:42,18.88,69.44333333333333,116.0,6.1,,,9,,NORTHERN CHILE           USGS,2018-01-21 10:06:42,6 days 15:47:57
2018-01-23 18:31:40,56.00333333333333,149.165,14.0,7.0,7.8,,9,,GULF OF ALASKA           USGS,2018-01-23 18:31:40,2 days 08:24:58
2018-01-24 19:51:19,41.00833333333333,142.44666666666666,34.0,6.3,6.4,4.0,2,60.0,E OFF AOMORI PREF        NPS,2018-01-24 19:51:19,1 days 01:19:39
2018-01-25 11:10:34,55.54166666666666,166.44833333333332,11.0,6.2,6.2,,9,,KOMANDORSKY ISLANDS REG. USGS,2018-01-25 11:10:34,0 days 15:19:15
2018-02-04 22:56:41,24.116666666666667,121.70333333333332,10.0,6.5,6.2,2.0,8,311.0,TAIWAN REGION            NPS,2018-02-04 22:56:41,10 days 11:46:07
2018-02-07 00:50:42,24.086666666666662,121.67666666666666,10.0,6.7,6.3,2.0,8,311.0,TAIWAN REGION            NPS,2018-02-07 00:50:42,2 days 01:54:01
2018-02-07 04:15:28,23.986666666666668,121.72333333333331,0.0,6.1,5.5,,8,311.0,TAIWAN REGION            NPS,2018-02-07 04:15:28,0 days 03:24:46
2018-02-08 00:21:30,24.046666666666667,121.76333333333334,4.0,6.2,5.7,,8,311.0,TAIWAN REGION            NPS,2018-02-08 00:21:30,0 days 20:06:02
2018-02-12 08:14:15,13.82,146.43666666666667,10.0,6.2,5.7,,9,,SOUTH OF THE MARIANAS    USGS,2018-02-12 08:14:15,4 days 07:52:45
2018-02-26 02:44:44,6.068333333333333,142.75333333333333,25.0,7.0,7.7,,9,,"NEW GUINEA, P.N.G        USGS",2018-02-26 02:44:44,13 days 18:30:29
2018-02-28 11:45:45,6.168333333333333,142.46666666666667,16.0,6.3,6.1,,9,,"NEW GUINEA, P.N.G        USGS",2018-02-28 11:45:45,2 days 09:01:01
2018-03-06 23:13:07,6.303333333333334,142.61166666666668,20.0,6.3,6.9,,9,,"NEW GUINEA, P.N.G        USGS",2018-03-06 23:13:07,6 days 11:27:22
2018-03-09 02:39:51,4.375,153.19833333333332,23.0,6.4,6.7,,9,,"NEW IRELAND, P.N.G.      USGS",2018-03-09 02:39:51,2 days 03:26:44
2018-03-26 05:14:47,6.633333333333333,129.81666666666666,169.0,6.1,,,9,,BANDA SEA                USGS,2018-03-26 05:14:47,17 days 02:34:56
2018-03-26 18:51:00,5.501666666666667,151.40166666666667,40.0,6.1,6.6,,9,,"NEW BRITAIN, P.N.G.      USGS",2018-03-26 18:51:00,0 days 13:36:13
2018-04-02 22:40:34,20.65833333333333,63.005,559.0,6.3,,,9,,SOUTHERN BOLIVIA         USGS,2018-04-02 22:40:34,7 days 03:49:34
2018-04-07 14:48:40,5.836666666666667,142.53,18.0,6.3,6.3,,9,,"NEW GUINEA, P.N.G        USGS",2018-04-07 14:48:40,4 days 16:08:06
2018-04-09 01:32:30,35.18333333333333,132.58666666666667,12.0,6.1,5.7,5.5,6,224.0,SHIMANE HIROSHIMA BORDER NPS,2018-04-09 01:32:30,1 days 10:43:50
2018-05-09 19:41:45,36.99333333333333,71.38166666666666,116.0,6.2,,,9,,AFGHANISTAN-TAJIKISTAN   USGS,2018-05-09 19:41:45,30 days 18:09:15
2018-06-18 07:58:34,34.843333333333334,135.62166666666667,13.0,6.1,5.6,6.0,5,184.0,KYOTO OSAKA BORDER REG   NPS,2018-06-18 07:58:34,39 days 12:16:49
2018-06-22 06:13:32,17.79,168.05666666666667,28.0,6.1,6.1,,9,,VANUATU (NEW HEBRIDES)   USGS,2018-06-22 06:13:32,3 days 22:14:58
2018-07-06 10:40:04,51.498333333333335,157.84,45.0,6.4,5.6,,9,,NEAR KAMCHATKA E. COAST  USGS,2018-07-06 10:40:04,14 days 04:26:32
2018-07-13 18:46:49,18.926666666666662,169.04666666666665,167.0,6.1,,,9,,VANUATU (NEW HEBRIDES)   USGS,2018-07-13 18:46:49,7 days 08:06:45
2018-07-29 07:47:38,8.238333333333333,116.50666666666666,14.0,6.3,6.4,,9,,"SUMBAWA, INDONESIA       USGS",2018-07-29 07:47:38,15 days 13:00:49
2018-08-05 20:46:38,8.256666666666666,116.43666666666668,34.0,6.5,6.6,,9,,"SUMBAWA, INDONESIA       USGS",2018-08-05 20:46:38,7 days 12:59:00
2018-08-12 23:58:54,69.56166666666667,145.29833333333335,2.0,6.5,6.6,,9,,NORTHERN ALASKA          USGS,2018-08-12 23:58:54,7 days 03:12:16
2018-08-16 06:56:56,51.42333333333333,178.025,34.0,6.1,6.5,,9,,"ANDREANOF IS., ALEUTIAN  USGS",2018-08-16 06:56:56,3 days 06:58:02
2018-08-17 03:21:31,23.46333333333333,143.84666666666666,44.0,6.3,,,8,334.0,IOTO ISLANDS REGION,2018-08-17 03:21:31,0 days 20:24:35
2018-08-17 03:23:03,23.69833333333333,143.21666666666667,93.0,6.6,6.4,1.0,8,334.0,IOTO ISLANDS REGION      NPS,2018-08-17 03:23:03,0 days 00:01:32
2018-08-18 00:35:01,7.371666666666667,119.80166666666666,529.0,6.5,,,9,,FLORES SEA               USGS,2018-08-18 00:35:01,0 days 21:11:58
2018-08-19 09:19:40,18.111666666666668,178.15166666666667,600.0,7.2,,,9,,FIJI REGION              USGS,2018-08-19 09:19:40,1 days 08:44:39
2018-08-19 13:10:22,8.336666666666666,116.59833333333331,16.0,6.2,6.3,,9,,"SUMBAWA, INDONESIA       USGS",2018-08-19 13:10:22,0 days 03:50:42
2018-08-19 13:28:58,16.97833333333333,178.03166666666667,416.0,6.4,,,9,,FIJI REGION              USGS,2018-08-19 13:28:58,0 days 00:18:36
2018-08-19 23:56:27,8.318333333333333,116.62666666666668,21.0,6.4,6.9,,9,,"SUMBAWA, INDONESIA       USGS",2018-08-19 23:56:27,0 days 10:27:29
